Year,Month,Season,Vehicle_Type,Region,City,Latitude,Longitude,Sales,Price,Advertising_Expenditure,Unemployment_Rate,GDP,Recession,Revenue
2023,4,Spring,Hatchback,North,New York,40.7128,-74.006,155.01,22.09,76.71,5.35,80.11,0,3423.43
2017,2,Winter,Electric,East,Philadelphia,39.9526,-75.1652,134.85,33.78,45.27,5.82,72.47,0,4554.95
2022,12,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,138.25,32.19,42.85,6.32,81.37,0,4449.91
2022,12,Winter,Sedan,South,Atlanta,33.749,-84.388,149.13,27.27,43.54,4.05,80.08,0,4066.34
2020,2,Winter,Truck,North,Chicago,41.8781,-87.6298,113.49,48.7,30.63,3.67,74.69,0,5526.87
2022,10,Fall,Sedan,South,Dallas,32.7767,-96.797,160.04,23.85,37.09,4.63,84.69,0,3817.09
2015,11,Fall,Truck,Central,St. Louis,38.627,-90.1994,121.91,40.29,81.81,5.37,66.37,0,4911.46
2021,12,Winter,SUV,West,Phoenix,33.4484,-112.074,130.67,33.21,56.76,5.92,78.81,0,4339.2
2021,12,Winter,SUV,North,Detroit,42.3314,-83.0458,152.98,34.3,43.42,5.02,79.65,0,5247.39
2021,7,Summer,SUV,Central,Denver,39.7392,-104.9903,178.34,42.43,57.94,5.73,74.69,0,7567.3
2022,3,Spring,Sedan,West,San Francisco,37.7749,-122.4194,455.9193615238524,29.43,47.88,5.34,79.9,0,3886.91
2018,5,Spring,Van,North,Chicago,41.8781,-87.6298,97.44,34.47,18.81,5.39,69.84,0,3358.29
2017,10,Fall,Van,East,Philadelphia,39.9526,-75.1652,104.87,38.4,42.35,5.45,75.13,0,4027.49
2021,6,Summer,Hatchback,Central,St. Louis,38.627,-90.1994,43.43,26.45,39.17,10.63,63.98,1,1148.72
2015,8,Summer,Sedan,South,Dallas,32.7767,-96.797,132.47,22.21,24.22,4.06,71.42,0,2941.78
2015,1,Winter,Van,West,San Francisco,37.7749,-122.4194,80.17,35.12,33.25,5.74,68.34,0,2815.42
2015,3,Spring,Electric,West,Los Angeles,34.0522,-118.2437,193.86,43.82,45.55,3.52,65.92,0,8494.41
2020,7,Summer,SUV,North,New York,40.7128,-74.006,67.83,36.16,21.17,10.93,60.38,1,2453.03
2015,8,Summer,Electric,North,Chicago,41.8781,-87.6298,168.4,54.28,77.29,7.28,67.79,0,9140.28
2020,4,Spring,Coupe,South,Miami,25.7617,-80.1918,40.67,32.55,64.34,9.28,62.86,1,1323.89
2021,9,Fall,Sedan,South,Atlanta,33.749,-84.388,154.36,31.54,60.47,3.63,78.42,0,4869.18
2020,1,Winter,Truck,East,Washington,38.9072,-77.0369,132.12,41.72,60.87,5.69,71.56,0,5512.54
2022,7,Summer,Truck,South,Atlanta,33.749,-84.388,178.22,33.88,62.2,5.71,79.96,0,6038.21
2017,6,Summer,Hatchback,West,Phoenix,33.4484,-112.074,132.46,16.89,55.43,4.83,68.03,0,2236.81
2016,12,Winter,Hybrid,East,Charlotte,35.2271,-80.8431,52.80024170934353,23.4,36.97,5.53,72.74,0,2482.52
2015,7,Summer,Sedan,South,Miami,25.7617,-80.1918,141.1,20.82,67.37,4.57,69.9,0,2937.41
2017,1,Winter,Truck,North,Detroit,42.3314,-83.0458,129.69,40.17,68.23,6.46,69.12,0,5209.57
2021,3,Spring,Truck,North,Chicago,41.8781,-87.6298,64.5,30.36,73.88,9.29,66.56,1,1958.29
2023,9,Fall,SUV,North,Boston,42.3601,-71.0589,131.45,31.81,58.88,4.81,81.92,0,4181.11
2020,7,Summer,SUV,North,Boston,42.3601,-71.0589,75.4,29.07,43.38,9.21,66.37,1,2191.52
2019,7,Summer,Hatchback,North,Boston,42.3601,-71.0589,122.86,19.44,49.72,4.38,76.7,0,2387.94
2020,9,Fall,Hybrid,East,Charlotte,35.2271,-80.8431,64.32,31.01,44.58,9.05,65.53,1,1994.15
2023,8,Summer,Coupe,Central,Minneapolis,44.9778,-93.265,118.6,36.45,50.17,7.56,82.82,0,4322.78
2021,1,Winter,SUV,South,Atlanta,33.749,-84.388,56.72,33.47,48.55,12.48,63.82,1,1898.01
2018,1,Winter,Electric,Central,Kansas City,39.0997,-94.5786,143.82,47.87,41.11,4.69,76.3,0,6884.32
2017,10,Fall,Coupe,Central,Denver,39.7392,-104.9903,103.67,29.46,56.8,5.57,75.97,0,3054.02
2022,9,Fall,Truck,South,Atlanta,33.749,-84.388,169.64,51.14,49.63,4.46,80.44,0,8675.23
2022,1,Winter,SUV,South,Houston,29.7604,-95.3698,134.62,39.68,56.91,5.48,81.83,0,5341.88
2022,6,Summer,Truck,East,Philadelphia,39.9526,-75.1652,156.39,42.41,39.05,5.41,78.07,0,6631.73
2016,8,Summer,Hatchback,West,Los Angeles,34.0522,-118.2437,148.38,18.29,75.4,4.29,75.01,0,2713.36
2022,2,Winter,Hybrid,West,Los Angeles,34.0522,-118.2437,119.42,29.22,28.42,5.67,80.43,0,3489.34
2023,6,Summer,SUV,West,Phoenix,33.4484,-112.074,235.86,33.69,70.46,4.44,84.04,0,7945.85
2018,9,Fall,Truck,North,Boston,42.3601,-71.0589,32.39489260097947,37.9,28.54,3.86,71.27,0,5085.1
2016,4,Spring,Van,Central,St. Louis,38.627,-90.1994,115.13,32.32,59.16,4.25,65.4,0,3720.85
2020,7,Summer,Van,East,Washington,38.9072,-77.0369,66.52,36.11,49.14,7.85,68.25,1,2402.35
2018,9,Fall,Truck,South,Atlanta,33.749,-84.388,120.55,39.76,27.86,3.05,79.88,0,4793.43
2021,9,Fall,Hybrid,South,Dallas,32.7767,-96.797,134.92,28.34,30.67,4.77,79.99,0,3822.94
2018,5,Spring,Sedan,Central,Denver,39.7392,-104.9903,137.92,30.35,28.01,6.1,72.06,0,4185.37
2019,7,Summer,Sedan,Central,St. Louis,38.627,-90.1994,151.66,28.19,62.42,6.71,74.01,0,4275.87
2021,5,Spring,SUV,South,Dallas,32.7767,-96.797,81.0,35.23,36.03,8.03,70.51,1,2853.39
2018,6,Summer,Van,West,San Francisco,37.7749,-122.4194,135.03,33.04,51.79,5.84,76.49,0,4462.06
2019,1,Winter,Truck,Central,Minneapolis,44.9778,-93.265,162.15,33.72,48.01,3.75,75.49,0,5468.08
2021,3,Spring,SUV,West,San Francisco,37.7749,-122.4194,66.24,32.31,48.42,10.28,70.34,1,2140.54
2023,12,Winter,SUV,East,Charlotte,35.2271,-80.8431,125.51,35.53,59.0,6.07,77.53,0,4459.71
2023,6,Summer,Hatchback,West,Los Angeles,34.0522,-118.2437,164.45,18.53,53.92,3.88,86.35,0,3046.85
2022,11,Fall,Hatchback,East,Philadelphia,39.9526,-75.1652,141.63,22.1,41.17,4.33,82.52,0,3129.62
2021,1,Winter,Hatchback,West,Seattle,47.6062,-122.3321,38.77,21.71,43.33,8.23,64.71,1,841.76
2023,7,Summer,Hybrid,Central,Kansas City,39.0997,-94.5786,193.19,30.44,47.17,4.5,84.24,0,5880.48
2018,7,Summer,Truck,North,Chicago,41.8781,-87.6298,182.98,31.65,38.56,4.19,73.18,0,5791.17
2021,1,Winter,Electric,North,Chicago,41.8781,-87.6298,68.55,54.77,81.98,9.29,70.22,1,3754.39
2019,6,Summer,Hatchback,Central,Kansas City,39.0997,-94.5786,117.18,17.88,43.79,6.21,79.37,0,2094.56
2016,7,Summer,Sedan,South,Houston,29.7604,-95.3698,115.86,22.4,44.56,6.21,71.55,0,2595.07
2015,5,Spring,SUV,Central,Denver,39.7392,-104.9903,164.29,37.09,42.83,4.85,73.75,0,6093.39
2021,11,Fall,Coupe,East,Philadelphia,39.9526,-75.1652,111.59,27.97,65.44,4.78,77.72,0,3121.09
2019,6,Summer,SUV,West,Seattle,47.6062,-122.3321,156.35,46.37,47.05,4.43,70.23,0,7250.05
2022,1,Winter,Electric,West,San Francisco,37.7749,-122.4194,138.59,39.21,34.16,5.77,81.98,0,5434.78
2015,8,Summer,Truck,East,Baltimore,39.2904,-76.6122,149.13,44.54,15.79,5.69,73.24,0,6642.08
2022,1,Winter,Electric,East,Philadelphia,39.9526,-75.1652,136.28,40.21,16.88,5.84,82.46,0,5479.39
2015,11,Fall,Sedan,North,Chicago,41.8781,-87.6298,106.44,33.69,25.97,6.06,71.85,0,3586.05
2017,7,Summer,Sedan,Central,Kansas City,39.0997,-94.5786,136.47,21.26,50.21,3.78,74.08,0,2901.46
2023,9,Fall,Electric,Central,Denver,39.7392,-104.9903,199.21,53.96,56.55,3.76,78.56,0,10750.18
2018,10,Fall,Electric,South,Miami,25.7617,-80.1918,162.64,47.15,70.02,6.22,78.06,0,7668.93
2019,10,Fall,SUV,West,Los Angeles,34.0522,-118.2437,151.55,37.91,51.06,4.99,70.07,0,5745.86
2020,3,Spring,SUV,North,Chicago,41.8781,-87.6298,87.66,36.71,53.17,9.06,74.31,1,3218.23
2018,2,Winter,Electric,West,Seattle,47.6062,-122.3321,156.57,34.57,57.92,5.11,74.27,0,5413.34
2020,9,Fall,Sedan,North,New York,40.7128,-74.006,49.31,31.18,29.89,8.24,71.8,1,1537.73
2015,9,Fall,Hatchback,Central,Kansas City,39.0997,-94.5786,107.18,23.95,35.81,3.76,70.44,0,2566.73
2023,1,Winter,Hatchback,West,San Francisco,37.7749,-122.4194,104.34,16.55,56.61,4.28,81.26,0,1727.24
2019,12,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,111.05,17.83,41.64,5.7,81.8,0,1980.25
2017,5,Spring,Truck,East,Washington,38.9072,-77.0369,172.45,41.48,54.74,4.02,72.1,0,7154.03
2016,9,Fall,SUV,West,Los Angeles,34.0522,-118.2437,172.52,32.5,46.72,3.38,71.83,0,5606.99
2018,2,Winter,SUV,North,New York,40.7128,-74.006,123.68,32.12,45.61,6.86,81.23,0,3972.72
2022,8,Summer,Electric,West,Los Angeles,34.0522,-118.2437,163.13,51.25,51.88,5.85,76.87,0,8359.74
2019,2,Winter,Electric,West,San Francisco,37.7749,-122.4194,137.96,35.91,61.2,5.57,75.0,0,4953.41
2015,4,Spring,SUV,Central,Denver,39.7392,-104.9903,138.53,37.4,43.4,7.24,64.41,0,5181.62
2020,6,Summer,SUV,West,Los Angeles,34.0522,-118.2437,74.73,33.91,49.23,9.89,64.84,1,2533.86
2019,10,Fall,Sedan,North,Detroit,42.3314,-83.0458,139.74,23.91,55.2,3.93,75.14,0,3340.91
2022,8,Summer,Hybrid,South,Dallas,32.7767,-96.797,190.73,29.17,64.03,3.97,75.87,0,5563.19
2020,8,Summer,Sedan,Central,Minneapolis,44.9778,-93.265,70.03,26.78,46.25,7.64,71.6,1,1875.8
2015,1,Winter,SUV,East,Charlotte,35.2271,-80.8431,141.85,36.4,61.66,5.86,71.44,0,5163.69
2021,4,Spring,Hybrid,Central,St. Louis,38.627,-90.1994,90.33,28.12,69.14,9.11,74.53,1,2540.16
2020,12,Winter,Coupe,Central,Denver,39.7392,-104.9903,40.25,25.03,32.51,7.3,66.88,1,1007.24
2019,4,Spring,SUV,East,Washington,38.9072,-77.0369,154.68,36.8,49.19,3.75,71.41,0,5692.76
2017,12,Winter,Truck,Central,Minneapolis,44.9778,-93.265,105.99,36.27,39.95,5.66,72.21,0,3844.2
2021,2,Winter,SUV,West,Los Angeles,34.0522,-118.2437,62.98,32.67,62.15,9.64,74.34,1,2057.2
2016,5,Spring,Hatchback,South,Atlanta,33.749,-84.388,136.79,19.61,61.09,4.78,78.96,0,2682.94
2021,9,Fall,Hatchback,North,Detroit,42.3314,-83.0458,121.46,16.0,46.25,4.71,78.36,0,1943.55
2017,3,Spring,Truck,West,San Francisco,37.7749,-122.4194,129.02,40.95,40.23,6.4,79.42,0,5283.39
2015,6,Summer,Hatchback,Central,Denver,39.7392,-104.9903,129.01,18.19,45.66,3.74,69.22,0,2346.44
2017,7,Summer,Truck,East,Washington,38.9072,-77.0369,187.8,30.26,53.87,3.81,75.99,0,5681.97
2023,2,Winter,Hybrid,West,Seattle,47.6062,-122.3321,165.52,29.58,65.25,3.49,82.09,0,4895.36
2019,1,Winter,SUV,East,Baltimore,39.2904,-76.6122,110.34,39.93,58.36,5.42,73.36,0,4405.8
2015,1,Winter,Coupe,South,Houston,29.7604,-95.3698,78.45,31.45,67.39,6.17,70.36,0,2467.5
2023,9,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,119.22,24.4,44.45,4.56,80.44,0,2908.98
2022,8,Summer,Truck,Central,Kansas City,39.0997,-94.5786,161.28,32.7,57.41,5.47,79.21,0,5274.52
2023,7,Summer,Coupe,West,Seattle,47.6062,-122.3321,149.67,30.0,64.72,4.88,84.36,0,4490.28
2023,2,Winter,SUV,South,Dallas,32.7767,-96.797,145.57,33.82,51.12,4.34,83.54,0,4922.81
2017,6,Summer,Hatchback,West,Phoenix,33.4484,-112.074,111.57,17.97,26.09,5.61,70.92,0,2004.48
2020,3,Spring,Hatchback,North,New York,40.7128,-74.006,43.96,15.41,62.38,10.74,60.05,1,677.57
2021,6,Summer,Truck,Central,St. Louis,38.627,-90.1994,67.01,46.61,40.04,9.95,64.79,1,3123.17
2021,5,Spring,Sedan,East,Philadelphia,39.9526,-75.1652,63.09,26.79,35.98,9.48,71.55,1,1689.99
2015,12,Winter,SUV,East,Washington,38.9072,-77.0369,132.84,42.26,35.63,5.2,71.42,0,5614.35
2016,12,Winter,Coupe,South,Dallas,32.7767,-96.797,100.89,31.49,70.94,4.78,72.3,0,3176.67
2020,6,Summer,Sedan,East,Philadelphia,39.9526,-75.1652,67.92,35.2,23.88,6.35,65.4,1,2391.18
2023,10,Fall,Electric,West,Phoenix,33.4484,-112.074,139.52,40.31,57.54,5.34,72.69,0,5624.86
2023,9,Fall,Hybrid,South,Atlanta,33.749,-84.388,47.86374619650315,31.4,54.2,3.24,82.89,0,5529.74
2015,1,Winter,Sedan,Central,Kansas City,39.0997,-94.5786,94.52,28.86,42.38,4.38,68.64,0,2727.93
2015,2,Winter,Truck,Central,Minneapolis,44.9778,-93.265,135.58,45.6,61.65,3.86,67.23,0,6182.13
2019,3,Spring,SUV,East,Charlotte,35.2271,-80.8431,159.75,37.26,40.26,4.48,71.04,0,5951.85
2020,9,Fall,Truck,South,Miami,25.7617,-80.1918,48.6,26.97,40.14,9.87,73.28,1,1310.89
2023,3,Spring,Coupe,South,Dallas,32.7767,-96.797,119.86,29.49,62.49,5.68,78.66,0,3534.62
2016,7,Summer,Hatchback,South,Dallas,32.7767,-96.797,155.23,23.87,21.58,4.64,69.02,0,3705.45
2015,4,Spring,Truck,West,San Francisco,37.7749,-122.4194,115.24,39.1,47.92,3.99,69.82,0,4506.26
2015,9,Fall,Electric,South,Miami,25.7617,-80.1918,131.08,48.99,26.78,4.58,68.39,0,6421.4
2020,5,Spring,Truck,East,Washington,38.9072,-77.0369,66.39,42.67,46.16,7.6,66.74,1,2832.38
2021,11,Fall,Truck,North,New York,40.7128,-74.006,146.97,42.37,56.04,4.43,75.17,0,6227.49
2021,8,Summer,SUV,Central,St. Louis,38.627,-90.1994,212.0,41.87,53.49,4.25,81.99,0,8876.19
2017,4,Spring,Hybrid,East,Washington,38.9072,-77.0369,167.92,27.52,49.34,5.0,69.99,0,4621.72
2021,2,Winter,Sedan,South,Houston,29.7604,-95.3698,47.54,29.98,56.57,9.97,70.56,1,1425.18
2021,8,Summer,Hybrid,South,Houston,29.7604,-95.3698,154.4,31.85,61.51,6.01,77.79,0,4917.08
2019,11,Fall,SUV,West,Los Angeles,34.0522,-118.2437,142.18,31.18,36.31,4.39,76.7,0,4433.26
2020,8,Summer,SUV,East,Charlotte,35.2271,-80.8431,71.72,34.28,32.56,11.24,68.09,1,2458.41
2016,7,Summer,Sedan,Central,Minneapolis,44.9778,-93.265,65.72592312576869,26.45,50.96,4.97,71.07,0,4183.11
2019,7,Summer,SUV,Central,Minneapolis,44.9778,-93.265,181.9,41.49,42.72,3.74,74.61,0,7547.41
2018,7,Summer,Sedan,East,Philadelphia,39.9526,-75.1652,140.33,30.83,52.36,6.3,78.83,0,4326.49
2016,11,Fall,Truck,Central,St. Louis,38.627,-90.1994,129.93,38.86,59.42,3.95,73.11,0,5048.68
2018,10,Fall,Hybrid,East,Charlotte,35.2271,-80.8431,137.37,29.28,73.9,3.81,70.79,0,4022.44
2019,12,Winter,Electric,North,Boston,42.3601,-71.0589,130.09,49.72,50.75,5.22,74.48,0,6467.83
2016,2,Winter,Truck,Central,St. Louis,38.627,-90.1994,102.23,45.58,54.02,5.85,68.81,0,4659.71
2019,8,Summer,Coupe,West,Phoenix,33.4484,-112.074,152.79,22.04,71.29,3.78,76.36,0,3367.32
2015,11,Fall,Electric,South,Miami,25.7617,-80.1918,149.1,52.81,39.07,6.18,70.06,0,7873.89
2016,10,Fall,Truck,Central,Denver,39.7392,-104.9903,128.56,44.81,42.35,4.36,72.92,0,5760.68
2018,12,Winter,Coupe,West,Phoenix,33.4484,-112.074,103.73,25.59,24.54,4.23,75.42,0,2654.03
2020,4,Spring,Sedan,South,Atlanta,33.749,-84.388,57.98,25.13,50.22,5.38,68.19,1,1457.31
2016,5,Spring,SUV,South,Houston,29.7604,-95.3698,171.69,38.84,46.65,3.71,72.19,0,6669.0
2016,1,Winter,Hatchback,South,Houston,29.7604,-95.3698,77.45,17.8,35.81,6.05,64.63,0,1378.84
2018,11,Fall,Truck,North,Chicago,41.8781,-87.6298,100.2,44.85,64.53,5.66,69.95,0,4493.72
2015,12,Winter,SUV,East,Philadelphia,39.9526,-75.1652,103.04,38.8,65.35,7.19,69.97,0,3997.96
2015,7,Summer,SUV,East,Washington,38.9072,-77.0369,156.79,41.16,44.74,4.37,67.2,0,6452.96
2023,6,Summer,SUV,East,Philadelphia,39.9526,-75.1652,193.23,31.1,41.66,5.71,80.82,0,6009.17
2015,4,Spring,SUV,South,Miami,25.7617,-80.1918,113.83,35.76,55.92,4.82,66.01,0,4070.64
2022,7,Summer,SUV,East,Baltimore,39.2904,-76.6122,159.08,36.61,34.87,5.58,84.39,0,5823.45
2020,5,Spring,Sedan,South,Miami,25.7617,-80.1918,61.04,26.17,73.48,9.86,67.26,1,1597.32
2019,4,Spring,Sedan,West,San Francisco,37.7749,-122.4194,135.01,22.48,56.09,6.74,76.12,0,3035.17
2020,10,Fall,Sedan,East,Baltimore,39.2904,-76.6122,49.67,22.32,34.13,10.34,65.79,1,1108.6
2023,10,Fall,Van,Central,Kansas City,39.0997,-94.5786,138.1,28.36,44.4,3.7,84.13,0,3917.05
2016,1,Winter,SUV,South,Dallas,32.7767,-96.797,114.61,37.78,90.75,5.47,76.52,0,4329.7
2019,11,Fall,SUV,West,Seattle,47.6062,-122.3321,143.03,34.2,81.7,5.17,76.14,0,4891.2
2023,8,Summer,Truck,North,Detroit,42.3314,-83.0458,181.45,47.14,45.78,4.03,80.83,0,8552.9
2018,9,Fall,Sedan,West,Los Angeles,34.0522,-118.2437,129.25,27.86,73.7,4.97,78.2,0,3600.31
2022,6,Summer,Truck,Central,Minneapolis,44.9778,-93.265,182.28,31.62,56.97,4.47,80.17,0,5763.38
2021,1,Winter,Hatchback,West,Los Angeles,34.0522,-118.2437,46.72,16.13,59.1,9.56,72.31,1,753.58
2021,11,Fall,Truck,Central,Denver,39.7392,-104.9903,139.43,42.72,57.18,5.84,73.64,0,5956.05
2022,1,Winter,Coupe,South,Miami,25.7617,-80.1918,41.010535124036075,34.78,43.27,6.67,79.16,0,2986.96
2020,12,Winter,Sedan,South,Miami,25.7617,-80.1918,40.14,25.25,45.6,10.71,68.58,1,1013.64
2016,7,Summer,Sedan,North,Boston,42.3601,-71.0589,152.18,22.04,46.22,4.51,71.76,0,3353.43
2021,1,Winter,Coupe,Central,Denver,39.7392,-104.9903,32.87,34.77,56.2,13.01,66.25,1,1142.8
2022,7,Summer,Sedan,Central,Minneapolis,44.9778,-93.265,165.48,18.23,29.51,5.43,81.36,0,3017.14
2016,12,Winter,Hybrid,North,Detroit,42.3314,-83.0458,125.13,25.21,26.16,3.33,73.48,0,3154.1
2023,12,Winter,SUV,Central,Kansas City,39.0997,-94.5786,33.07581975626984,41.38,77.52,5.31,79.23,0,6272.55
2015,6,Summer,Hybrid,West,San Francisco,37.7749,-122.4194,147.22,33.97,10.18,6.0,69.57,0,5001.21
2017,4,Spring,Sedan,North,Detroit,42.3314,-83.0458,167.16,30.06,68.25,4.32,74.35,0,5024.82
2019,4,Spring,Truck,North,Boston,42.3601,-71.0589,160.77,35.16,66.59,4.88,76.44,0,5652.03
2018,11,Fall,Truck,Central,Minneapolis,44.9778,-93.265,144.89,30.03,53.32,5.52,72.71,0,4350.72
2019,4,Spring,Sedan,South,Miami,25.7617,-80.1918,139.32,25.4,56.95,4.11,69.84,0,3539.3
2015,11,Fall,SUV,West,San Francisco,37.7749,-122.4194,141.33,34.53,32.23,4.36,70.3,0,4880.77
2016,8,Summer,Sedan,West,San Francisco,37.7749,-122.4194,168.34,27.98,49.74,4.4,73.47,0,4710.42
2016,9,Fall,Sedan,South,Atlanta,33.749,-84.388,103.11,30.03,50.83,5.36,68.2,0,3096.74
2017,7,Summer,SUV,West,San Francisco,37.7749,-122.4194,133.44,41.5,26.43,5.92,72.27,0,5537.03
2021,1,Winter,Sedan,South,Miami,25.7617,-80.1918,50.37,20.19,62.96,8.43,63.35,1,1016.81
2018,3,Spring,Electric,South,Atlanta,33.749,-84.388,60.512356901411714,39.17,37.05,3.67,74.64,0,6040.74
2022,5,Spring,Hybrid,South,Miami,25.7617,-80.1918,139.94,35.61,31.76,4.76,77.68,0,4983.78
2022,1,Winter,SUV,South,Houston,29.7604,-95.3698,120.92,43.12,44.61,6.14,77.48,0,5214.35
2015,4,Spring,Sedan,South,Miami,25.7617,-80.1918,150.94,30.08,48.96,4.64,74.64,0,4539.51
2018,8,Summer,Truck,West,Los Angeles,34.0522,-118.2437,183.4,33.85,70.16,5.73,76.8,0,6207.66
2023,7,Summer,SUV,East,Philadelphia,39.9526,-75.1652,230.58,35.67,77.71,3.66,84.26,0,8223.68
2017,7,Summer,SUV,Central,St. Louis,38.627,-90.1994,169.86,37.45,43.49,5.77,72.98,0,6360.98
2018,2,Winter,Hybrid,North,New York,40.7128,-74.006,163.2,27.67,43.82,4.37,78.34,0,4515.02
2020,8,Summer,SUV,Central,Denver,39.7392,-104.9903,74.99,34.49,66.88,10.52,62.63,1,2586.73
2016,9,Fall,Hatchback,West,San Francisco,37.7749,-122.4194,116.63,24.97,50.48,4.13,71.3,0,2912.51
2018,6,Summer,SUV,Central,St. Louis,38.627,-90.1994,169.62,37.73,24.5,5.93,74.93,0,6400.24
2023,5,Spring,Coupe,South,Miami,25.7617,-80.1918,141.49,38.27,62.52,4.75,83.27,0,5414.98
2022,3,Spring,Sedan,Central,Denver,39.7392,-104.9903,144.95,31.14,55.65,4.29,84.57,0,4514.27
2019,10,Fall,Sedan,West,Los Angeles,34.0522,-118.2437,108.9,30.24,22.03,5.11,75.4,0,3293.41
2019,12,Winter,Truck,South,Dallas,32.7767,-96.797,121.42,53.14,49.98,6.36,78.43,0,6451.96
2019,9,Fall,Sedan,East,Philadelphia,39.9526,-75.1652,126.63,24.02,38.2,4.26,72.95,0,3041.46
2021,7,Summer,Electric,East,Washington,38.9072,-77.0369,155.83,51.58,47.54,5.26,75.71,0,8037.74
2017,10,Fall,SUV,Central,St. Louis,38.627,-90.1994,182.25,30.31,66.57,4.53,77.33,0,5523.18
2018,6,Summer,Truck,North,New York,40.7128,-74.006,190.05,36.53,67.69,4.94,74.35,0,6943.1
2020,6,Summer,Coupe,North,Boston,42.3601,-71.0589,33.64,28.32,28.59,10.04,67.64,1,952.82
2017,8,Summer,Sedan,East,Charlotte,35.2271,-80.8431,145.86,25.81,58.55,4.34,77.79,0,3764.4
2022,7,Summer,Truck,South,Houston,29.7604,-95.3698,197.4,46.42,62.7,3.0,76.78,0,9162.41
2021,4,Spring,Truck,Central,Kansas City,39.0997,-94.5786,56.98,32.73,28.84,5.65,64.74,1,1865.34
2021,7,Summer,Truck,South,Atlanta,33.749,-84.388,175.58,33.3,46.16,6.04,82.65,0,5846.55
2022,12,Winter,Truck,East,Baltimore,39.2904,-76.6122,44.56447197674924,39.58,49.89,4.88,71.87,0,3567.48
2021,1,Winter,Hatchback,West,Los Angeles,34.0522,-118.2437,132.22611607914777,16.2,16.69,9.96,60.03,1,602.95
2016,7,Summer,Van,South,Atlanta,33.749,-84.388,120.73,31.44,52.62,3.85,67.34,0,3795.54
2023,1,Winter,Truck,West,Phoenix,33.4484,-112.074,129.45,31.93,58.77,4.69,85.25,0,4133.27
2020,7,Summer,Sedan,South,Atlanta,33.749,-84.388,60.55,19.48,68.48,9.91,66.18,1,1179.21
2023,8,Summer,SUV,South,Houston,29.7604,-95.3698,176.8,24.34,53.49,4.23,82.64,0,4303.3
2017,1,Winter,SUV,West,San Francisco,37.7749,-122.4194,168.28,39.09,35.77,5.26,70.28,0,6577.48
2016,3,Spring,Hatchback,East,Philadelphia,39.9526,-75.1652,110.06,21.18,47.67,5.44,70.53,0,2331.39
2023,5,Spring,Coupe,West,San Francisco,37.7749,-122.4194,122.03,26.47,28.85,4.78,82.15,0,3229.56
2022,2,Winter,SUV,Central,Minneapolis,44.9778,-93.265,172.16,30.86,59.07,4.58,81.61,0,5313.49
2015,8,Summer,Truck,West,Los Angeles,34.0522,-118.2437,148.63,31.52,37.16,4.62,76.03,0,4684.15
2018,7,Summer,Hatchback,East,Philadelphia,39.9526,-75.1652,111.54,17.72,57.69,6.22,69.77,0,1976.07
2019,12,Winter,SUV,West,Phoenix,33.4484,-112.074,120.94,23.73,47.78,7.0,71.7,0,2870.32
2016,10,Fall,Sedan,Central,Minneapolis,44.9778,-93.265,126.15,23.43,23.08,5.83,70.45,0,2955.37
2018,11,Fall,SUV,South,Dallas,32.7767,-96.797,148.24,44.13,80.65,6.36,72.01,0,6540.92
2021,9,Fall,SUV,East,Philadelphia,39.9526,-75.1652,163.19,38.4,54.58,4.43,78.94,0,6266.56
2020,2,Winter,Van,East,Baltimore,39.2904,-76.6122,277.92272264355256,26.0,44.94,4.09,74.14,0,2799.52
2016,5,Spring,Hatchback,North,Detroit,42.3314,-83.0458,107.42,22.35,58.34,4.76,67.31,0,2401.07
2016,7,Summer,Sedan,North,Detroit,42.3314,-83.0458,146.07,24.22,60.64,4.3,66.01,0,3538.52
2022,6,Summer,Sedan,East,Charlotte,35.2271,-80.8431,157.03,21.59,40.19,3.86,84.67,0,3390.09
2021,2,Winter,Truck,East,Philadelphia,39.9526,-75.1652,58.52,31.85,61.9,7.76,73.54,1,1864.15
2020,11,Fall,Coupe,West,San Francisco,37.7749,-122.4194,47.33,30.25,58.35,6.49,62.68,1,1431.93
2023,4,Spring,SUV,Central,St. Louis,38.627,-90.1994,536.7251000827681,33.93,76.74,5.37,80.49,0,5786.37
2023,5,Spring,Hatchback,South,Atlanta,33.749,-84.388,54.20550345438391,20.92,36.0,5.56,89.65,0,2385.11
2022,5,Spring,SUV,West,Phoenix,33.4484,-112.074,188.08,36.99,32.74,4.57,82.9,0,6957.13
2015,3,Spring,Hybrid,West,Phoenix,33.4484,-112.074,129.72,27.38,31.96,5.12,69.18,0,3552.43
2016,9,Fall,Hatchback,West,Phoenix,33.4484,-112.074,98.85,23.07,49.76,5.43,76.03,0,2280.45
2019,1,Winter,Electric,North,Chicago,41.8781,-87.6298,152.78,40.81,57.92,4.55,76.1,0,6235.48
2021,1,Winter,Hatchback,East,Baltimore,39.2904,-76.6122,40.58,17.09,33.04,6.84,66.72,1,693.44
2023,7,Summer,Sedan,East,Baltimore,39.2904,-76.6122,173.07,25.85,63.18,4.61,82.27,0,4473.63
2023,8,Summer,SUV,South,Atlanta,33.749,-84.388,146.98,29.69,58.75,7.1,82.38,0,4364.51
